;	V3 text file written for MicroBrightField products.
  (-3096.81  2134.73     0.29     1.85)  ;  1, 1265
  (-3107.60  2139.19     0.29     1.85)  ;  1, 1266
  (-3116.42  2145.36     0.29     1.85)  ;  1, 1267
  (-3146.94  2158.59     0.29     1.85)  ;  1, 1268
  (-3156.94  2174.09     0.29     1.85)  ;  1, 1269
  (-3186.69  2198.39     0.29     1.85)  ;  1, 1270
  (-3202.35  2212.44     0.29     1.85)  ;  1, 1271
  (-3203.42  2223.61     0.29     1.85)  ;  1, 1272
  (-3217.37  2235.69     0.29     1.85)  ;  1, 1273
  (-3220.68  2241.47     0.29     1.85)  ;  1, 1274
  (-3242.37  2248.54     0.29     1.85)  ;  1, 1275
  (-3246.99  2261.82     0.29     1.85)  ;  1, 1276
  (-3259.87  2262.73     0.29     1.85)  ;  1, 1277
  (-3279.48  2273.34     0.29     1.85)  ;  1, 1278
  (-3289.35  2290.68     0.29     1.85)  ;  1, 1279
  (-3300.01  2296.99     0.29     1.85)  ;  1, 1280
  (-3316.06  2305.51     0.29     1.85)  ;  1, 1281
  (-3324.37  2319.06     0.29     1.85)  ;  1, 1282
  (-3340.81  2322.04     0.29     1.85)  ;  1, 1283
  (-3414.76  2375.33     0.29     1.85)  ;  1, 1284
  (-3483.79  2393.11     0.29     1.85)  ;  1, 1285
  (-3550.19  2395.91     0.29     1.85)  ;  1, 1286
  (-3611.32  2394.63     0.29     1.85)  ;  1, 1287
  (-3647.05  2386.02     0.29     1.85)  ;  1, 1288
  (-3703.30  2375.15     0.29     1.85)  ;  1, 1289
  (-3772.29  2367.02     0.29     1.85)  ;  1, 1290
  (-3826.70  2356.02     0.29     1.85)  ;  1, 1291
  (-3905.14  2318.94     0.29     1.85)  ;  1, 1292
  (-3977.52  2288.84     0.29     1.85)  ;  1, 1293
  (-4027.83  2257.20     0.29     1.85)  ;  1, 1294
  (-4094.93  2223.03     0.29     1.85)  ;  1, 1295
  (-4160.61  2183.21     0.29     1.85)  ;  1, 1296
  (-4225.08  2134.06     0.29     1.85)  ;  1, 1297
  (-4283.52  2091.88     0.29     1.85)  ;  1, 1298
  (-4315.55  2057.11     0.29     1.85)  ;  1, 1299
  (-4345.86  2020.36     0.29     1.85)  ;  1, 1300
  (-4380.61  1972.83     0.29     1.85)  ;  1, 1301
  (-4414.90  1922.08     0.19     1.85)  ;  1, 1302
  (-4441.75  1855.49     0.19     1.85)  ;  1, 1303
  (-4448.26  1815.24     0.19     1.85)  ;  1, 1304
  (-4465.43  1781.27     0.19     1.85)  ;  1, 1305
  (-4473.41  1746.67     0.19     1.85)  ;  1, 1306
  (-4480.69  1695.37     0.19     1.85)  ;  1, 1307
  (-4472.90  1674.46     0.19     1.85)  ;  1, 1308
  (-4470.86  1624.36     0.19     1.85)  ;  1, 1309
  (-4473.18  1591.21     0.19     1.85)  ;  1, 1310
  (-4467.75  1563.07     0.19     1.85)  ;  1, 1311
  (-4466.90  1522.30     0.19     1.85)  ;  1, 1312
  (-4449.24  1484.06     0.19     1.85)  ;  1, 1313
  (-4446.42  1445.00     0.19     1.85)  ;  1, 1314
  (-4437.53  1387.01     0.19     1.85)  ;  1, 1315
  (-4424.32  1337.97     0.19     1.85)  ;  1, 1316
  (-4424.91  1302.85     0.19     1.85)  ;  1, 1317
  (-4422.48  1258.27     0.19     1.85)  ;  1, 1318
  (-4410.33  1220.41     0.19     1.85)  ;  1, 1319
  (-4406.02  1181.73     0.19     1.85)  ;  1, 1320
  (-4414.77  1136.08     0.19     1.85)  ;  1, 1321
  (-4420.89  1101.35     0.19     1.85)  ;  1, 1322
  (-4430.96  1063.19     0.29     1.85)  ;  1, 1323
  (-4433.15  1031.88     0.19     1.85)  ;  1, 1324
  (-4438.04   961.92     0.19     1.85)  ;  1, 1325
  (-4443.23   914.15     0.19     1.85)  ;  1, 1326
  (-4441.62   884.43     0.19     1.85)  ;  1, 1327
  (-4452.31   837.07     0.19     1.85)  ;  1, 1328
  (-4461.32   787.72     0.19     1.85)  ;  1, 1329
  (-4454.27   729.87     0.19     1.85)  ;  1, 1330
  (-4451.28   666.74     0.29     1.85)  ;  1, 1331
  (-4449.36   614.79     0.19     1.85)  ;  1, 1332
  (-4439.83   566.01     0.19     1.85)  ;  1, 1333
  (-4440.95   523.53     0.19     1.85)  ;  1, 1334
  (-4444.60   497.87     0.29     1.85)  ;  1, 1335
  (-4433.47   445.28     0.19     1.85)  ;  1, 1336
  (-4420.00   409.41     0.19     1.85)  ;  1, 1337
  (-4407.82   345.65     0.19     1.85)  ;  1, 1338
  (-4398.83   315.41     0.19     1.85)  ;  1, 1339
  (-4392.60   272.41     0.19     1.85)  ;  1, 1340
  (-4388.50   251.77     0.19     1.85)  ;  1, 1341
  (-4387.01   220.20     0.19     1.85)  ;  1, 1342
  (-4401.81   193.48     0.19     1.85)  ;  1, 1343
  (-4403.48   169.53     0.19     1.85)  ;  1, 1344
  (-4392.15   146.54     0.19     1.85)  ;  1, 1345
  (-4380.80   123.54     0.19     1.85)  ;  1, 1346
  (-4366.70    87.39     0.19     1.85)  ;  1, 1347
  (-4354.04    56.90     0.19     1.85)  ;  1, 1348
  (-4346.37    34.16     0.19     1.85)  ;  1, 1349
  (-4329.12    16.29     0.19     1.85)  ;  1, 1350
  (-4311.37     5.80     0.29     1.85)  ;  1, 1351
  (-4301.86   -17.07     0.19     1.85)  ;  1, 1352
  (-4274.74   -52.28     0.19     1.85)  ;  1, 1353
  (-4251.71   -66.84     0.19     1.85)  ;  1, 1354
  (-4225.56   -63.11     0.19     1.85)  ;  1, 1355
  (-4208.87   -62.44     0.19     1.85)  ;  1, 1356
  (-4178.34   -75.67     0.19     1.85)  ;  1, 1357
  (-4152.58   -77.47     0.19     1.85)  ;  1, 1358
  (-4142.60   -67.07     0.19     1.85)  ;  1, 1359
  (-4116.02   -83.73     0.19     1.85)  ;  1, 1360
  (-4094.06   -87.12     0.19     1.85)  ;  1, 1361
  (-4083.03   -87.89     0.19     1.85)  ;  1, 1362
  (-4063.03   -92.98     0.19     1.85)  ;  1, 1363
  (-4051.99   -93.76     0.19     1.85)  ;  1, 1364
  (-4028.16  -123.18     0.19     1.85)  ;  1, 1365
  (-4002.99  -160.11     0.19     1.85)  ;  1, 1366
  (-3975.86  -195.31     0.19     1.85)  ;  1, 1367
  (-3943.61  -236.43     0.19     1.85)  ;  1, 1368
  (-3915.43  -256.91     0.19     1.85)  ;  1, 1369
  (-3887.40  -279.22     0.19     1.85)  ;  1, 1370
  (-3904.35  -283.59     0.19     1.85)  ;  1, 1371
  (-3887.24  -303.29     0.19     1.85)  ;  1, 1372
  (-3858.05  -309.03     0.19     1.85)  ;  1, 1373
  (-3841.61  -312.03     0.19     1.85)  ;  1, 1374
  (-3827.65  -324.11     0.19     1.85)  ;  1, 1375
  (-3805.57  -325.65     0.19     1.85)  ;  1, 1376
  (-3797.56  -316.96     0.19     1.85)  ;  1, 1377
  (-3789.68  -310.11     0.19     1.85)  ;  1, 1378
  (-3788.14  -288.01     0.19     1.85)  ;  1, 1379
  (-3790.92  -274.87     0.19     1.85)  ;  1, 1380
  (-3806.97  -266.34     0.19     1.85)  ;  1, 1381
  (-3823.40  -263.34     0.19     1.85)  ;  1, 1382
  (-3841.42  -256.53     0.19     1.85)  ;  1, 1383
  (-3852.72  -259.45     0.19     1.85)  ;  1, 1384
  (-3854.31  -255.63     0.29     1.85)  ;  1, 1385
  (-3870.10  -243.42     0.29     1.85)  ;  1, 1386
  (-3851.69  -244.71     0.29     1.85)  ;  1, 1387
  (-3831.58  -247.97     0.29     1.85)  ;  1, 1388
  (-3807.39  -245.96     0.29     1.85)  ;  1, 1389
  (-3786.76  -241.85     0.29     1.85)  ;  1, 1390
  (-3766.64  -245.10     0.29     1.85)  ;  1, 1391
  (-3737.19  -247.16     0.29     1.85)  ;  1, 1392
  (-3671.62  -235.08     0.29     1.85)  ;  1, 1393
  (-3648.75  -225.59     0.29     1.85)  ;  1, 1394
  (-3622.61  -221.86     0.29     1.85)  ;  1, 1395
  (-3590.42  -211.16     0.29     1.85)  ;  1, 1396
  (-3568.33  -212.70     0.29     1.85)  ;  1, 1397
  (-3539.95  -203.59     0.29     1.85)  ;  1, 1398
  (-3519.19  -197.64     0.29     1.85)  ;  1, 1399
  (-3501.98  -189.58     0.29     1.85)  ;  1, 1400
  (-3498.68  -195.37     0.29     1.85)  ;  1, 1401
  (-3491.83  -203.25     0.29     1.85)  ;  1, 1402
  (-3463.72  -197.82     0.29     1.85)  ;  1, 1403
  (-3439.66  -197.64     0.29     1.85)  ;  1, 1404
  (-3419.16  -195.38     0.29     1.85)  ;  1, 1405
  (-3397.07  -196.92     0.29     1.85)  ;  1, 1406
  (-3376.56  -194.67     0.29     1.85)  ;  1, 1407
  (-3345.41  -198.69     0.29     1.85)  ;  1, 1408
  (-3317.80  -200.62     0.29     1.85)  ;  1, 1409
  (-3287.48  -163.88     0.29     1.85)  ;  1, 1410
  (-3260.59  -137.33     0.29     1.85)  ;  1, 1411
  (-3269.84  -110.78     0.29     1.85)  ;  1, 1412
  (-3281.56   -93.30     0.29     1.85)  ;  1, 1413
  (-3288.02   -79.89     0.29     1.85)  ;  1, 1414
  (-3304.75   -54.67     0.29     1.85)  ;  1, 1415
  (-3315.41   -48.37     0.29     1.85)  ;  1, 1416
  (-3322.77   -47.85     0.29     1.85)  ;  1, 1417
  (-3297.94   -36.64     0.29     1.85)  ;  1, 1418
  (-3270.88   -20.02     0.29     1.85)  ;  1, 1419
  (-3245.79    -5.13     0.29     1.85)  ;  1, 1420
  (-3228.98    -2.60     0.29     1.85)  ;  1, 1421
  (-3197.60    22.97     0.29     1.85)  ;  1, 1422
  (-3184.49    51.65     0.29     1.85)  ;  1, 1423
  (-3161.25    66.69     0.29     1.85)  ;  1, 1424
  (-3148.92    84.33     0.29     1.85)  ;  1, 1425
  (-3136.59   101.98     0.29     1.85)  ;  1, 1426
  (-3114.80   122.66     0.29     1.85)  ;  1, 1427
  (-3091.13   117.30     0.29     1.85)  ;  1, 1428
  (-3073.66   129.03     0.29     1.85)  ;  1, 1429
  (-3058.93   128.00     0.29     1.85)  ;  1, 1430
  (-3041.04   119.35     0.29     1.85)  ;  1, 1431
  (-3013.57   115.58     0.29     1.85)  ;  1, 1432
  (-2984.11   113.52     0.29     1.85)  ;  1, 1433
  (-2955.87   120.80     0.29     1.85)  ;  1, 1434
  (-2955.09   131.85     0.29     1.85)  ;  1, 1435
  (-2958.39   137.62     0.29     1.85)  ;  1, 1436
  (-2937.36   147.26     0.29     1.85)  ;  1, 1437
  (-2934.07   141.47     0.29     1.85)  ;  1, 1438
  (-2927.74   126.24     0.29     1.85)  ;  1, 1439
  (-2911.56   119.55     0.29     1.85)  ;  1, 1440
  (-2889.86   112.48     0.29     1.85)  ;  1, 1441
  (-2871.46   111.19     0.29     1.85)  ;  1, 1442
  (-2856.73   110.16     0.29     1.85)  ;  1, 1443
  (-2843.97   107.42     0.29     1.85)  ;  1, 1444
  (-2841.32    92.43     0.29     1.85)  ;  1, 1445
  (-2831.18    78.77     0.29     1.85)  ;  1, 1446
  (-2816.59    75.90     0.29     1.85)  ;  1, 1447
  (-2796.74    68.96     0.29     1.85)  ;  1, 1448
  (-2787.66    66.47     0.29     1.85)  ;  1, 1449
  (-2775.56    54.52     0.29     1.85)  ;  1, 1450
  (-2768.19    54.00     0.29     1.85)  ;  1, 1451
  (-2748.32    47.07     0.29     1.85)  ;  1, 1452
  (-2733.98    40.51     0.29     1.85)  ;  1, 1453
  (-2712.93    24.23     0.29     1.85)  ;  1, 1454
  (-2699.11    10.32     0.29     1.85)  ;  1, 1455
  (-2682.41    10.99     0.29     1.85)  ;  1, 1456
  (-2665.98     8.00     0.29     1.85)  ;  1, 1457
  (-2647.32    10.39     0.29     1.85)  ;  1, 1458
  (-2628.53    14.63     0.29     1.85)  ;  1, 1459
  (-2617.99     6.49     0.29     1.85)  ;  1, 1460
  (-2592.74    -2.68     0.29     1.85)  ;  1, 1461
  (-2569.20    -9.88     0.29     1.85)  ;  1, 1462
  (-2555.94    -5.25     0.29     1.85)  ;  1, 1463
  (-2537.66    -8.38     0.29     1.85)  ;  1, 1464
  (-2512.53   -19.39     0.29     1.85)  ;  1, 1465
  (-2485.31   -26.84     0.29     1.85)  ;  1, 1466
  (-2453.08   -42.05     0.29     1.85)  ;  1, 1467
  (-2425.47   -43.99     0.29     1.85)  ;  1, 1468
  (-2399.84   -47.62     0.29     1.85)  ;  1, 1469
  (-2367.22   -57.31     0.29     1.85)  ;  1, 1470
  (-2342.61   -75.68     0.29     1.85)  ;  1, 1471
  (-2342.19   -96.07     0.29     1.85)  ;  1, 1472
  (-2345.44  -116.19     0.29     1.85)  ;  1, 1473
  (-2348.44  -132.64     0.29     1.85)  ;  1, 1474
  (-2351.44  -149.09     0.29     1.85)  ;  1, 1475
  (-2357.74  -159.75     0.29     1.85)  ;  1, 1476
  (-2363.77  -166.73     0.29     1.85)  ;  1, 1477
  (-2366.77  -183.19     0.29     1.85)  ;  1, 1478
  (-2360.18  -194.74     0.29     1.85)  ;  1, 1479
  (-2355.69  -209.86     0.29     1.85)  ;  1, 1480
  (-2354.58  -246.94     0.29     1.85)  ;  1, 1481
  (-2354.16  -267.32     0.29     1.85)  ;  1, 1482
  (-2342.99  -266.26     0.29     1.85)  ;  1, 1483
  (-2324.07  -260.18     0.29     1.85)  ;  1, 1484
  (-2312.77  -257.28     0.29     1.85)  ;  1, 1485
  (-2283.29  -285.24     0.29     1.85)  ;  1, 1486
  (-2263.38  -318.09     0.29     1.85)  ;  1, 1487
  (-2227.86  -339.08     0.29     1.85)  ;  1, 1488
  (-2228.89  -353.82     0.29     1.85)  ;  1, 1489
  (-2242.81  -367.65     0.29     1.85)  ;  1, 1490
  (-2253.98  -368.72     0.29     1.85)  ;  1, 1491
  (-2263.82  -377.28     0.29     1.85)  ;  1, 1492
  (-2267.08  -397.40     0.29     1.85)  ;  1, 1493
  (-2276.54  -400.45     0.29     1.85)  ;  1, 1494
  (-2296.24  -417.58     0.29     1.85)  ;  1, 1495
  (-2306.09  -426.14     0.29     1.85)  ;  1, 1496
  (-2308.82  -438.91     0.29     1.85)  ;  1, 1497
  (-2324.45  -450.76     0.29     1.85)  ;  1, 1498
  (-2340.20  -464.47     0.29     1.85)  ;  1, 1499
  (-2350.82  -484.08     0.29     1.85)  ;  1, 1500
  (-2359.35  -500.14     0.29     1.85)  ;  1, 1501
  (-2368.93  -505.02     0.29     1.85)  ;  1, 1502
  (-2387.04  -525.96     0.29     1.85)  ;  1, 1503
  (-2390.30  -546.09     0.29     1.85)  ;  1, 1504
  (-2404.99  -570.97     0.29     1.85)  ;  1, 1505
  (-2408.11  -589.25     0.29     1.85)  ;  1, 1506
  (-2398.61  -612.12     0.29     1.85)  ;  1, 1507
  (-2408.16  -642.92     0.29     1.85)  ;  1, 1508
  (-2419.05  -666.21     0.29     1.85)  ;  1, 1509
  (-2431.63  -687.54     0.29     1.85)  ;  1, 1510
  (-2442.12  -705.31     0.29     1.85)  ;  1, 1511
  (-2441.83  -727.54     0.29     1.85)  ;  1, 1512
  (-2455.48  -737.69     0.29     1.85)  ;  1, 1513
  (-2464.14  -755.59     0.29     1.85)  ;  1, 1514
  (-2470.69  -769.94     0.29     1.85)  ;  1, 1515
  (-2477.88  -793.49     0.29     1.85)  ;  1, 1516
  (-2500.61  -801.15     0.29     1.85)  ;  1, 1517
  (-2510.59  -811.56     0.29     1.85)  ;  1, 1518
  (-2519.37  -831.30     0.29     1.85)  ;  1, 1519
  (-2519.07  -853.53     0.29     1.85)  ;  1, 1520
  (-2516.42  -868.52     0.29     1.85)  ;  1, 1521
  (-2525.75  -869.71     0.29     1.85)  ;  1, 1522
  (-2531.41  -871.17     0.29     1.85)  ;  1, 1523
  (-2539.03  -874.34     0.29     1.85)  ;  1, 1524
  (-2540.06  -889.07     0.29     1.85)  ;  1, 1525
  (-2539.38  -905.77     0.29     1.85)  ;  1, 1526
  (-2541.34  -907.49     0.29     1.85)  ;  1, 1527
  (-2552.27  -904.87     0.29     1.85)  ;  1, 1528
  (-2559.36  -900.67     0.29     1.85)  ;  1, 1529
  (-2572.88  -908.98     0.29     1.85)  ;  1, 1530
  (-2585.09  -924.79     0.29     1.85)  ;  1, 1531
  (-2585.86  -935.83     0.29     1.85)  ;  1, 1532
  (-2587.53  -959.78     0.29     1.85)  ;  1, 1533
  (-2593.44  -975.22     0.47     1.85)  ;  1, 1534
  (-2588.69  -986.65     0.47     1.85)  ;  1, 1535
  (-2576.96 -1004.13     0.47     1.85)  ;  1, 1536
  (-2572.98 -1026.61     0.47     1.85)  ;  1, 1537
  (-2567.55 -1054.75     0.47     1.85)  ;  1, 1538
  (-2562.25 -1084.73     0.47     1.85)  ;  1, 1539
  (-2549.20 -1109.70     0.47     1.85)  ;  1, 1540
  (-2525.49 -1140.96     0.47     1.85)  ;  1, 1541
  (-2510.74 -1167.91     0.47     1.85)  ;  1, 1542
  (-2489.55 -1182.35     0.47     1.85)  ;  1, 1543
  (-2477.05 -1188.77     0.47     1.85)  ;  1, 1544
  (-2492.80 -1202.47     0.47     1.85)  ;  1, 1545
  (-2496.45 -1228.12     0.47     1.85)  ;  1, 1546
  (-2501.42 -1246.28     0.47     1.85)  ;  1, 1547
  (-2522.95 -1263.28     0.47     1.85)  ;  1, 1548
  (-2546.32 -1280.15     0.47     1.85)  ;  1, 1549
  (-2566.27 -1300.96     0.47     1.85)  ;  1, 1550
  (-2575.05 -1320.71     0.47     1.85)  ;  1, 1551
  (-2559.52 -1336.59     0.47     1.85)  ;  1, 1552
  (-2553.07 -1350.00     0.47     1.85)  ;  1, 1553
  (-2562.61 -1380.79     0.47     1.85)  ;  1, 1554
  (-2566.38 -1408.28     0.47     1.85)  ;  1, 1555
  (-2580.43 -1423.96     0.47     1.85)  ;  1, 1556
  (-2587.87 -1451.19     0.47     1.85)  ;  1, 1557
  (-2586.25 -1480.91     0.47     1.85)  ;  1, 1558
  (-2579.80 -1494.32     0.47     1.85)  ;  1, 1559
  (-2584.12 -1503.27     0.47     1.85)  ;  1, 1560
  (-2592.25 -1513.80     0.47     1.85)  ;  1, 1561
  (-2600.52 -1526.18     0.47     1.85)  ;  1, 1562
  (-2605.24 -1540.65     0.47     1.85)  ;  1, 1563
  (-2606.26 -1555.39     0.47     1.85)  ;  1, 1564
  (-2622.40 -1574.62     0.47     1.85)  ;  1, 1565
  (-2628.83 -1587.12     0.47     1.85)  ;  1, 1566
  (-2635.25 -1599.62     0.47     1.85)  ;  1, 1567
  (-2648.78 -1607.93     0.47     1.85)  ;  1, 1568
  (-2655.47 -1624.12     0.47     1.85)  ;  1, 1569
  (-2667.67 -1639.92     0.47     1.85)  ;  1, 1570
  (-2678.02 -1655.85     0.47     1.85)  ;  1, 1571
  (-2686.94 -1677.44     0.47     1.85)  ;  1, 1572
  (-2695.83 -1699.02     0.47     1.85)  ;  1, 1573
  (-2716.89 -1719.15     0.56     1.85)  ;  1, 1574
  (-2724.38 -1720.48     0.56     1.85)  ;  1, 1575
  (-2742.76 -1745.11     0.56     1.85)  ;  1, 1576
  (-2752.86 -1757.35     0.56     1.85)  ;  1, 1577
  (-2768.70 -1798.81     0.56     1.85)  ;  1, 1578
  (-2776.15 -1826.04     0.56     1.85)  ;  1, 1579
  (-2781.25 -1846.04     0.56     1.85)  ;  1, 1580
  (-2792.82 -1852.64     0.56     1.85)  ;  1, 1581
  (-2803.56 -1874.09     0.56     1.85)  ;  1, 1582
  (-2810.36 -1892.12     0.56     1.85)  ;  1, 1583
  (-2805.75 -1905.40     0.56     1.85)  ;  1, 1584
  (-2797.83 -1924.45     0.56     1.85)  ;  1, 1585
  (-2800.20 -1931.69     0.56     1.85)  ;  1, 1586
  (-2811.10 -1929.08     0.56     1.85)  ;  1, 1587
  (-2813.97 -1943.68     0.56     1.85)  ;  1, 1588
  (-2818.94 -1961.84     0.56     1.85)  ;  1, 1589
  (-2807.73 -1986.68     0.56     1.85)  ;  1, 1590
  (-2793.65 -1996.92     0.56     1.85)  ;  1, 1591
  (-2776.02 -2009.25     0.56     1.85)  ;  1, 1592
  (-2785.35 -2010.45     0.56     1.85)  ;  1, 1593
  (-2800.20 -2011.27     0.56     1.85)  ;  1, 1594
  (-2809.16 -2006.93     0.56     1.85)  ;  1, 1595
  (-2820.71 -2013.53     0.56     1.85)  ;  1, 1596
  (-2814.25 -2026.94     0.56     1.85)  ;  1, 1597
  (-2802.40 -2042.57     0.56     1.85)  ;  1, 1598
  (-2795.16 -2044.93     0.56     1.85)  ;  1, 1599
  (-2811.60 -2041.94     0.56     1.85)  ;  1, 1600
  (-2819.35 -2046.95     0.56     1.85)  ;  1, 1601
  (-2827.61 -2059.31     0.56     1.85)  ;  1, 1602
  (-2824.02 -2087.32     0.56     1.85)  ;  1, 1603
  (-2819.67 -2104.28     0.56     1.85)  ;  1, 1604
  (-2806.78 -2105.18     0.56     1.85)  ;  1, 1605
  (-2800.18 -2116.76     0.56     1.85)  ;  1, 1606
  (-2770.86 -2120.65     0.56     1.85)  ;  1, 1607
  (-2767.31 -2122.74     0.56     1.85)  ;  1, 1608
  (-2757.04 -2134.57     0.56     1.85)  ;  1, 1609
  (-2746.64 -2144.55     0.56     1.85)  ;  1, 1610
  (-2735.98 -2150.85     0.56     1.85)  ;  1, 1611
  (-2729.01 -2156.89     0.56     1.85)  ;  1, 1612
  (-2712.95 -2165.42     0.56     1.85)  ;  1, 1613
  (-2689.29 -2170.77     0.56     1.85)  ;  1, 1614
  (-2688.48 -2185.63     0.56     1.85)  ;  1, 1615
  (-2663.48 -2198.48     0.56     1.85)  ;  1, 1616
  (-2638.35 -2209.50     0.56     1.85)  ;  1, 1617
  (-2625.10 -2204.86     0.56     1.85)  ;  1, 1618
  (-2608.66 -2207.86     0.56     1.85)  ;  1, 1619
  (-2592.35 -2212.71     0.56     1.85)  ;  1, 1620
  (-2574.33 -2219.51     0.56     1.85)  ;  1, 1621
  (-2560.38 -2231.59     0.56     1.85)  ;  1, 1622
  (-2532.76 -2233.52     0.56     1.85)  ;  1, 1623
  (-2494.64 -2243.59     0.56     1.85)  ;  1, 1624
  (-2476.74 -2252.25     0.56     1.85)  ;  1, 1625
  (-2458.20 -2251.69     0.56     1.85)  ;  1, 1626
  (-2430.98 -2259.15     0.56     1.85)  ;  1, 1627
  (-2409.80 -2273.59     0.56     1.85)  ;  1, 1628
  (-2369.44 -2278.27     0.56     1.85)  ;  1, 1629
  (-2334.85 -2286.23     0.56     1.85)  ;  1, 1630
  (-2311.18 -2291.59     0.56     1.85)  ;  1, 1631
  (-2285.55 -2295.24     0.56     1.85)  ;  1, 1632
  (-2269.75 -2307.44     0.56     1.85)  ;  1, 1633
  (-2255.80 -2319.51     0.56     1.85)  ;  1, 1634
  (-2232.39 -2328.55     0.56     1.85)  ;  1, 1635
  (-2198.70 -2349.41     0.56     1.85)  ;  1, 1636
  (-2171.86 -2362.39     0.56     1.85)  ;  1, 1637
  (-2161.21 -2368.70     0.56     1.85)  ;  1, 1638
  (-2141.09 -2371.94     0.56     1.85)  ;  1, 1639
  (-2133.86 -2374.30     0.56     1.85)  ;  1, 1640
  (-2114.26 -2384.93     0.56     1.85)  ;  1, 1641
  (-2096.11 -2389.89     0.56     1.85)  ;  1, 1642
  (-2086.91 -2390.54     0.56     1.85)  ;  1, 1643
  (-2068.89 -2397.35     0.56     1.85)  ;  1, 1644
  (-2047.32 -2406.27     0.56     1.85)  ;  1, 1645
  (-2009.57 -2421.86     0.56     1.85)  ;  1, 1646
  (-2000.75 -2428.02     0.56     1.85)  ;  1, 1647
  (-1986.81 -2440.10     0.56     1.85)  ;  1, 1648
  (-1963.39 -2449.14     0.56     1.85)  ;  1, 1649
  (-1940.24 -2461.86     0.56     1.85)  ;  1, 1650
  (-1913.66 -2478.53     0.56     1.85)  ;  1, 1651
  (-1861.95 -2506.21     0.56     1.85)  ;  1, 1652
  (-1846.48 -2507.13     0.47     1.85)  ;  1, 1653
  (-1825.94 -2530.77     0.47     1.85)  ;  1, 1654
  (-1805.70 -2532.19     0.47     1.85)  ;  1, 1655
  (-1790.04 -2546.25     0.47     1.85)  ;  1, 1656
  (-1753.47 -2552.50     0.47     1.85)  ;  1, 1657
  (-1729.17 -2548.65     0.47     1.85)  ;  1, 1658
  (-1711.82 -2538.75     0.47     1.85)  ;  1, 1659
  (-1691.97 -2545.71     0.47     1.85)  ;  1, 1660
  (-1675.53 -2548.70     0.47     1.85)  ;  1, 1661
  (-1657.12 -2549.99     0.47     1.85)  ;  1, 1662
  (-1647.41 -2543.26     0.47     1.85)  ;  1, 1663
  (-1623.35 -2543.10     0.47     1.85)  ;  1, 1664
  (-1606.53 -2540.57     0.47     1.85)  ;  1, 1665
  (-1587.36 -2530.82     0.47     1.85)  ;  1, 1666
  (-1571.72 -2518.95     0.47     1.85)  ;  1, 1667
  (-1550.58 -2507.48     0.47     1.85)  ;  1, 1668
  (-1544.02 -2493.13     0.47     1.85)  ;  1, 1669
  (-1535.98 -2510.34     0.47     1.85)  ;  1, 1670
  (-1532.82 -2517.97     0.47     1.85)  ;  1, 1671
  (-1522.55 -2529.79     0.47     1.85)  ;  1, 1672
  (-1512.02 -2537.93     0.47     1.85)  ;  1, 1673
  (-1493.74 -2541.06     0.47     1.85)  ;  1, 1674
  (-1486.25 -2539.74     0.47     1.85)  ;  1, 1675
  (-1472.56 -2555.48     0.47     1.85)  ;  1, 1676
  (-1450.47 -2557.03     0.47     1.85)  ;  1, 1677
  (-1432.07 -2558.33     0.47     1.85)  ;  1, 1678
  (-1418.66 -2551.86     0.47     1.85)  ;  1, 1679
  (-1400.00 -2549.46     0.47     1.85)  ;  1, 1680
  (-1378.99 -2539.82     0.47     1.85)  ;  1, 1681
  (-1363.45 -2555.72     0.47     1.85)  ;  1, 1682
  (-1341.23 -2555.42     0.47     1.85)  ;  1, 1683
  (-1282.72 -2565.06     0.47     1.85)  ;  1, 1684
  (-1238.81 -2571.83     0.47     1.85)  ;  1, 1685
  (-1194.77 -2576.76     0.47     1.85)  ;  1, 1686
  (-1146.53 -2574.58     0.47     1.85)  ;  1, 1687
  (-1106.97 -2564.40     0.47     1.85)  ;  1, 1688
  (-1089.77 -2556.35     0.47     1.85)  ;  1, 1689
  (-1066.91 -2546.84     0.47     1.85)  ;  1, 1690
  (-1045.64 -2533.53     0.47     1.85)  ;  1, 1691
  (-1044.34 -2515.12     0.47     1.85)  ;  1, 1692
  (-1027.25 -2508.90     0.47     1.85)  ;  1, 1693
  ( -999.01 -2501.63     0.47     1.85)  ;  1, 1694
  ( -979.02 -2506.72     0.47     1.85)  ;  1, 1695
  ( -949.18 -2503.28     0.47     1.85)  ;  1, 1696
  ( -933.81 -2495.08     0.47     1.85)  ;  1, 1697
  ( -907.40 -2487.67     0.47     1.85)  ;  1, 1698
  ( -893.62 -2475.68     0.47     1.85)  ;  1, 1699
  ( -876.28 -2465.80     0.47     1.85)  ;  1, 1700
  ( -863.95 -2448.16     0.47     1.85)  ;  1, 1701
  ( -853.85 -2435.90     0.47     1.85)  ;  1, 1702
  ( -842.68 -2434.85     0.47     1.85)  ;  1, 1703
  ( -828.73 -2446.91     0.47     1.85)  ;  1, 1704
  ( -818.21 -2455.06     0.47     1.85)  ;  1, 1705
  ( -800.05 -2460.03     0.47     1.85)  ;  1, 1706
  ( -788.62 -2455.27     0.47     1.85)  ;  1, 1707
  ( -772.87 -2441.57     0.47     1.85)  ;  1, 1708
  ( -758.77 -2451.80     0.47     1.85)  ;  1, 1709
  ( -744.44 -2458.36     0.47     1.85)  ;  1, 1710
  ( -701.98 -2459.48     0.47     1.85)  ;  1, 1711
